androidx.core:core-splashscreen:1.0.1	core-splashscreen-1.0.1.aar	25c813ae7795c99dd20628527043f8d0425eb2e826e6c42cb77acbb6c01dde68
androidx.core:core-viewtree:1.0.0	core-viewtree-1.0.0.aar	dc1b678d58ebcf2bfa1587be68ff826694ce3d221251b9ef30d4d4b36297e6de
androidx.core:core:1.13.1	core-1.13.1.aar	2c27de199535675005553066597a4b20fa1eea7c228ab4ef6b32b5fe39ca1f59
androidx.cursoradapter:cursoradapter:1.0.0	cursoradapter-1.0.0.aar	a81c8fe78815fa47df5b749deb52727ad11f9397da58b16017f4eb2c11e28564
androidx.customview:customview-poolingcontainer:1.0.0	customview-poolingcontainer-1.0.0.aar	3584102fc49bf399c56e3b7be4bfe12000c46112320cd8cf85cc0a8f93f3e752
androidx.customview:customview:1.1.0	customview-1.1.0.aar	01f76ab043770a97b054046f9815717b82ce0355c02967d16c61981359dc189a
androidx.datastore:datastore-android:1.1.1	datastore-release.aar	fce724038fea3bdef7b0d1aaf10cda6614b61bec66571750cc9be7048b950119
androidx.datastore:datastore-core-android:1.1.1	datastore-core-release.aar	883abc911e4b14119959e44e20a520523f59c303e834d6b325007b3ee5e9cb6c
androidx.datastore:datastore-core-okio-jvm:1.1.1	datastore-core-okio-jvm-1.1.1.jar	5071d03c7be9555fd81e5bd522b490a06a89694e4b937f307da72bc74e33c34a
androidx.datastore:datastore-preferences-android:1.1.1	datastore-preferences-release.aar	0f15760838ff0413521ab1596e8ac5c999c3822d1fcc3f38ce6d6f562aeebbac
androidx.datastore:datastore-preferences-core-jvm:1.1.1	datastore-preferences-core-jvm-1.1.1.jar	bd2c7f41cb7d6e857903a03aa4da4dddc831445bd4148f1ac8d0a81f509d0628
androidx.documentfile:documentfile:1.0.0	documentfile-1.0.0.aar	865a061ef2fad16522f8433536b8d47208c46ff7c7745197dfa1eeb481869487
androidx.drawerlayout:drawerlayout:1.1.1	drawerlayout-1.1.1.aar	2c5f0dca378eb78ca2c4403f9889c77daa3059302260f26a07fe9f63c08926fe
androidx.dynamicanimation:dynamicanimation:1.0.0	dynamicanimation-1.0.0.aar	ce005162c229bf308d2d5b12fb6cad0874069cbbeaccee63a8193bd08d40de04
androidx.emoji2:emoji2-views-helper:1.3.0	emoji2-views-helper-1.3.0.aar	9a1351295a4f739df0efe8344adaa9afb34856c3af584d4a9afbec105a45b90b
androidx.emoji2:emoji2:1.3.0	emoji2-1.3.0.aar	2bf23818b23a996ddaa1b5fd5bb32129daff6bbb2dce15166e2fccdd2010b1a5
androidx.fragment:fragment:1.3.6	fragment-1.3.6.aar	12f0831b4f08092d5dda272c1923c11a022ff20ceffed3e801751e21bb8d1c1e
androidx.graphics:graphics-path:1.0.1	graphics-path-1.0.1.aar	8ca4032b6d79b351f0b59ad4b580eddbb9423e1652f7c958830687f1eee2ec03
androidx.interpolator:interpolator:1.0.0	interpolator-1.0.0.aar	33193135a64fe21fa2c35eec6688f1a76e512606c0fc83dc1b689e37add7732a
androidx.legacy:legacy-support-core-utils:1.0.0	legacy-support-core-utils-1.0.0.aar	a7edcf01d5b52b3034073027bc4775b78a4764bb6202bb91d61c829add8dd1c7
androidx.lifecycle:lifecycle-common-java8:2.9.2	lifecycle-common-java8-2.9.2.jar	497dd84de9f2fd46324f25f9a3af032d3a23d087e87af515c4b19435f6d6a651
androidx.lifecycle:lifecycle-common-jvm:2.9.2	lifecycle-common-jvm-2.9.2.jar	37d89b2101f074ac6c260917dabb185607645ee200aa3018c7c5bde70edcf184
androidx.lifecycle:lifecycle-livedata-core-ktx:2.9.2	lifecycle-livedata-core-ktx-2.9.2.aar	0b8d5eb2667e470b69656aab287b07439f0423da4d429ac533c8740fac0aa1e3
androidx.lifecycle:lifecycle-livedata-core:2.9.2	lifecycle-livedata-core-2.9.2.aar	0dbd1c903f4c31b816ed0f4962d09f259be12fe2c2a2bd2b311d8a4c5b5ef75b
androidx.lifecycle:lifecycle-livedata:2.9.2	lifecycle-livedata-2.9.2.aar	b6a96fe46acaf86a29560f2d96f2a330418eecef38658e5429b82d96d07a49a6
androidx.lifecycle:lifecycle-process:2.9.2	lifecycle-process-2.9.2.aar	ecb1944b84bf2b02074aac7e304f8d6feab110320568d24a51ef7eff6a6f5f31
androidx.lifecycle:lifecycle-runtime-android:2.9.2	lifecycle-runtime-release.aar	e18f67429cf8c99957db3682d66c59e6c857c172c62f20775b51068592fe369a
androidx.lifecycle:lifecycle-runtime-compose-android:2.9.2	lifecycle-runtime-compose-release.aar	7bbfd1041a852c2768001bb30f9e4019df39dd2d761ba7df854f3ff68375a032
androidx.lifecycle:lifecycle-runtime-ktx-android:2.9.2	lifecycle-runtime-ktx.aar	adb14b0565bb4c0bdc567b729213459a6170ce88578c7cd3c3709ffeecf8c4e4
androidx.lifecycle:lifecycle-viewmodel-android:2.9.2	lifecycle-viewmodel-release.aar	b362fec3dce121493acb8eb34532d8ff56b34bfaa949ea5a83acf5f4c3576f3e
androidx.lifecycle:lifecycle-viewmodel-compose-android:2.9.2	lifecycle-viewmodel-compose-release.aar	18c5b94753902d468d3e00cd1efbe2e0c83107ab3a5ceb72155e0c21249fc993
androidx.lifecycle:lifecycle-viewmodel-ktx:2.9.2	lifecycle-viewmodel-ktx-2.9.2.aar	c5a275a28e2798cdef6fb66024163d6e94d619881a9e4b772664e240d5505faa
androidx.lifecycle:lifecycle-viewmodel-savedstate-android:2.9.2	lifecycle-viewmodel-savedstate-release.aar	18f033d6268084096e9cdeaf93b1f97256bde48899518f34648d712e8782dbdd
androidx.lifecycle:lifecycle-viewmodel:2.9.2	lifecycle-viewmodel-2.9.2.aar	cab404b05d5faed209104a2aef14c0cbb316ab9fabe4a8f037b043e5d2f43435
androidx.loader:loader:1.0.0	loader-1.0.0.aar	11f735cb3b55c458d470bed9e25254375b518b4b1bad6926783a7026db0f5025
androidx.localbroadcastmanager:localbroadcastmanager:1.0.0	localbroadcastmanager-1.0.0.aar	e71c328ceef5c4a7d76f2d86df1b65d65fe2acf868b1a4efd84a3f34336186d8
androidx.navigation:navigation-common-ktx:2.8.5	navigation-common-ktx-2.8.5.aar	07c030ba22669211acbbe454fc4756a57d8bc1fcf016c4c079988f850407958f
androidx.navigation:navigation-common:2.8.5	navigation-common-2.8.5.aar	e583668db7b1800207a01f88e975ca738f8f226dfa2804d1a67b6efb3aa95ee5
androidx.navigation:navigation-compose:2.8.5	navigation-compose-2.8.5.aar	3a8e74dcc9ba2e3c6f3c25e574e75bf4bc30cf9d9e4c7a54c5b3d275e8570333
androidx.navigation:navigation-runtime-ktx:2.8.5	navigation-runtime-ktx-2.8.5.aar	55f186212403e85632bf091f3abe78d16b5851b0856dcaa635efddb94773f63e
androidx.navigation:navigation-runtime:2.8.5	navigation-runtime-2.8.5.aar	9747b791f8651c0c311c90669de66043c9ce3d7a8057606fee41ad3c3bc50f63
androidx.print:print:1.0.0	print-1.0.0.aar	1d5c7f3135a1bba661fc373fd72e11eb0a4adbb3396787826dd8e4190d5d9edd
androidx.profileinstaller:profileinstaller:1.4.0	profileinstaller-1.4.0.aar	d502141fcce902430f62b674c32aecd0f75262e7ee2cd15c74adb617cd13130a
androidx.recyclerview:recyclerview:1.1.0	recyclerview-1.1.0.aar	f0d2b5a67d0a91ee1b1c73ef2b636a81f3563925ddd15a1d4e1c41ec28de7a4f
androidx.resourceinspection:resourceinspection-annotation:1.0.1	resourceinspection-annotation-1.0.1.jar	8cff870ec6fb31db48a52f4a792335b4bf8de07e03bd37823181526433ccd5cb
androidx.savedstate:savedstate-android:1.3.1	savedstate-release.aar	45dbbd54dc986f17b260ffae74e3d224e2ca64498fd0c02e5b584a569f79dce8
androidx.savedstate:savedstate-ktx:1.3.1	savedstate-ktx-1.3.1.aar	215539d8ce445a25aaba2a85eba4474bcabb3d70afced495252893c4b212ab3d
androidx.startup:startup-runtime:1.1.1	startup-runtime-1.1.1.aar	e0a6329a371262fe4c450372b70fdaf33b769ef6917094723787cfce896b1dd3
androidx.tracing:tracing:1.0.0	tracing-1.0.0.aar	07b8b6139665b884a162eccf97891ca50f7f56831233bf25168ae04f7b568612
androidx.transition:transition:1.5.0	transition-1.5.0.aar	0aa66a0ea406d25a1091f96a3b753b4b12e44fdc43b91ec52c17831e9c31f54b
androidx.vectordrawable:vectordrawable-animated:1.1.0	vectordrawable-animated-1.1.0.aar	76da2c502371d9c38054df5e2b248d00da87809ed058f3363eae87ce5e2403f8
androidx.vectordrawable:vectordrawable:1.1.0	vectordrawable-1.1.0.aar	46fd633ac01b49b7fcabc263bf098c5a8b9e9a69774d234edcca04fb02df8e26
androidx.versionedparcelable:versionedparcelable:1.1.1	versionedparcelable-1.1.1.aar	57e8d93260d18d5b9007c9eed3c64ad159de90c8609ebfc74a347cbd514535a4
androidx.viewpager2:viewpager2:1.0.0	viewpager2-1.0.0.aar	e95c0031d4cc247cd48196c6287e58d2cee54d9c79b85afea7c90920330275af
androidx.viewpager:viewpager:1.0.0	viewpager-1.0.0.aar	147af4e14a1984010d8f155e5e19d781f03c1d70dfed02a8e0d18428b8fc8682
com.google.android.material:material:1.12.0	material-1.12.0.aar	4a672941b626b9ab91ae893ed22598ea53ad69125c858c0a59fa9b90daa5cb08
com.google.errorprone:error_prone_annotations:2.15.0	error_prone_annotations-2.15.0.jar	067047714349e7789a5bdbfad9d1c0af9f3a1eb28c55a0ee3f68e682f905c4eb
com.google.guava:listenablefuture:1.0	listenablefuture-1.0.jar	e4ad7607e5c0477c6f890ef26a49cb8d1bb4dffb650bab4502afee64644e3069
com.squareup.okhttp3:okhttp:4.12.0	okhttp-4.12.0.jar	b1050081b14bb7a3a7e55a4d3ef01b5dcfabc453b4573a4fc019767191d5f4e0
com.squareup.okio:okio-jvm:3.6.0	okio-jvm-3.6.0.jar	67543f0736fc422ae927ed0e504b98bc5e269fda0d3500579337cb713da28412
commons-codec:commons-codec:1.17.0	commons-codec-1.17.0.jar	f700de80ac270d0344fdea7468201d8b9c805e5c648331c3619f2ee067ccfc59
commons-io:commons-io:2.16.1	commons-io-2.16.1.jar	f41f7baacd716896447ace9758621f62c1c6b0a91d89acee488da26fc477c84f
org.apache.commons:commons-compress:1.26.2	commons-compress-1.26.2.jar	9168a03141d8fc7eda21a2360d83cc0412bcbb1d6204d992bd48c2573cb3c6b8
org.apache.commons:commons-lang3:3.14.0	commons-lang3-3.14.0.jar	7b96bf3ee68949abb5bc465559ac270e0551596fa34523fddf890ec418dde13c
org.jetbrains.kotlin:kotlin-android-extensions-runtime:1.9.22	kotlin-android-extensions-runtime-1.9.22.jar	f00537c7023e604933f6a9563b1bb3b83e61fbfd2cc3d0e9900d616bab6862a4
org.jetbrains.kotlin:kotlin-parcelize-runtime:1.9.22	kotlin-parcelize-runtime-1.9.22.jar	f0077f35ec828e148ac92d0c6aa141a732b5eb7a4a391679aeefa59fa9a1a5cc
org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.9.10	kotlin-stdlib-jdk7-1.9.10.jar	ac6361bf9ad1ed382c2103d9712c47cdec166232b4903ed596e8876b0681c9b7
org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.9.10	kotlin-stdlib-jdk8-1.9.10.jar	a4c74d94d64ce1abe53760fe0389dd941f6fc558d0dab35e47c085a11ec80f28
org.jetbrains.kotlin:kotlin-stdlib:2.2.20	kotlin-stdlib-2.2.20.jar	8836ccffd3585fadda9901244b20d42901d2f3cd581058d8434e2ffabcf3a3e7
org.jetbrains.kotlinx:kotlinx-coroutines-android:1.9.0	kotlinx-coroutines-android-1.9.0.jar	bd783acd2f9738845d58380f46f45b5cde95d0cb03027d56725338b26bfc4d72
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.9.0	kotlinx-coroutines-core-jvm-1.9.0.jar	ad89c2892235e670f222d819cb3d81188143cb19a05b59df9889ae4269f5c70a
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.7.3	kotlinx-serialization-core-jvm-1.7.3.jar	f0adde45864144475385cf4aa7e0b7feb27f61fcf9472665ed98cc971b06b1eb
org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.7.3	kotlinx-serialization-json-jvm-1.7.3.jar	b1e9138499ed8d20375edda3f2b1c95f3103a258eff6af9edc5ea07100f2b29c
org.jetbrains:annotations:23.0.0	annotations-23.0.0.jar	7b0f19724082cbfcbc66e5abea2b9bc92cf08a1ea11e191933ed43801eb3cd05
org.jspecify:jspecify:1.0.0	jspecify-1.0.0.jar	1fad6e6be7557781e4d33729d49ae1cdc8fdda6fe477bb0cc68ce351eafdfbab
